discrete,segment,set,expectdiscrete,expectsegment,expectset
0.00987961,0.108617,0.0988706,0.997841,0.997304,0.998593
0.00987975,0.108618,0.098873,0.997855,0.997308,0.998617
0.00987874,0.108616,0.0988732,0.997753,0.997291,0.998619
0.0098766,0.108615,0.0988801,0.997537,0.997285,0.99869
0.00987902,0.108605,0.0988883,0.997781,0.997195,0.998772
0.00988485,0.108609,0.0988986,0.99837,0.99723,0.998876
0.00988043,0.108612,0.0988931,0.997924,0.997255,0.99882
0.00987262,0.108599,0.0989011,0.997134,0.997134,0.998902
0.00987389,0.10859,0.0989103,0.997263,0.997055,0.998994
0.00987064,0.108596,0.0989059,0.996934,0.997111,0.99895
0.00987078,0.108601,0.0989117,0.996949,0.997157,0.999008
0.00987319,0.10859,0.0989061,0.997192,0.997057,0.998952
0.00987107,0.108584,0.098904,0.996979,0.996999,0.99893
0.00986896,0.108564,0.0988939,0.996765,0.996817,0.998829
0.0098646,0.108571,0.0989008,0.996325,0.996884,0.998898
0.0098625,0.10857,0.0988896,0.996113,0.996867,0.998785
0.00986603,0.108568,0.0988954,0.996469,0.996851,0.998844
0.00986169,0.108583,0.0989023,0.99603,0.99699,0.998913
0.00986296,0.108592,0.0988979,0.996159,0.997077,0.998869
0.00986424,0.108594,0.0989058,0.996288,0.997091,0.998949
0.00986663,0.108592,0.0989384,0.99653,0.997075,0.999278
0.00986342,0.108595,0.0989441,0.996206,0.997099,0.999335
0.00985799,0.10858,0.0989252,0.995657,0.99696,0.999144
0.0098615,0.108587,0.098923,0.996011,0.997026,0.999122
0.00985942,0.108573,0.0989186,0.995802,0.996897,0.999078
0.00985624,0.108544,0.0989009,0.99548,0.996635,0.998899
0.0098564,0.108534,0.0988977,0.995496,0.996538,0.998866
0.00986545,0.108523,0.0988978,0.99641,0.996441,0.998868
0.00986449,0.108522,0.0988912,0.996313,0.996425,0.998802
0.0098602,0.108522,0.0988847,0.99588,0.99643,0.998736
0.00986036,0.108526,0.0988937,0.995896,0.996465,0.998826
0.00986162,0.108523,0.0988816,0.996023,0.99644,0.998705
0.00985514,0.108516,0.0988862,0.995369,0.996373,0.998751
0.00985971,0.108525,0.0988985,0.995831,0.996459,0.998875
0.00986538,0.108537,0.0989052,0.996404,0.996566,0.998942
0.00986773,0.108534,0.0989064,0.996641,0.99654,0.998955
0.00987338,0.10855,0.0989351,0.997211,0.996686,0.999245
0.00986692,0.108541,0.0989286,0.996559,0.9966,0.999179
0.00986488,0.108565,0.0989232,0.996352,0.996826,0.999124
0.00986283,0.10856,0.0989408,0.996146,0.99678,0.999302
0.0098586,0.108546,0.0989201,0.995719,0.996654,0.999093
0.00985547,0.108539,0.0988983,0.995403,0.996588,0.998872
0.00985672,0.108539,0.0988951,0.995529,0.996583,0.99884
0.0098536,0.108542,0.0989018,0.995214,0.996617,0.998908
0.00985267,0.108545,0.0989128,0.99512,0.996642,0.999019
0.00985066,0.108541,0.0989183,0.994916,0.996607,0.999075
0.00984864,0.108568,0.0989184,0.994713,0.996851,0.999076
0.00984772,0.108571,0.0989141,0.99462,0.996875,0.999033
0.00984897,0.108579,0.0989338,0.994746,0.996949,0.999231
0.0098448,0.108574,0.0989241,0.994324,0.996904,0.999133
0.0098428,0.108555,0.0989166,0.994123,0.996729,0.999058
0.00984297,0.108568,0.0989145,0.99414,0.996852,0.999037
0.00984314,0.108565,0.0989157,0.994157,0.996827,0.999048
0.00984547,0.108543,0.0989341,0.994392,0.996623,0.999235
0.00984563,0.108541,0.0989579,0.994409,0.996608,0.999475
0.00983933,0.108572,0.0989763,0.993773,0.996889,0.999661
0.00984489,0.108583,0.0990075,0.994334,0.996992,0.999976
0.00984398,0.108585,0.099014,0.994242,0.997006,1.00004
0.00983985,0.108579,0.0990204,0.993825,0.996951,1.00011
0.00984002,0.108575,0.0990215,0.993842,0.996916,1.00012
0.0098402,0.108599,0.0990257,0.99386,0.997137,1.00016
0.00984144,0.108602,0.0990236,0.993985,0.99716,1.00014
0.00983626,0.1086,0.0990193,0.993462,0.997145,1.00009
0.00983857,0.108604,0.0990139,0.993696,0.997178,1.00004
0.00983447,0.108605,0.099,0.993282,0.997192,0.9999
0.00983572,0.108594,0.0990011,0.993407,0.997088,0.999911
0.00984015,0.108589,0.0989883,0.993855,0.997043,0.999782
0.00983607,0.108583,0.0989851,0.993443,0.996988,0.99975
0.0098373,0.108578,0.0989734,0.993568,0.996944,0.999632
0.00983854,0.108572,0.0989809,0.993692,0.996889,0.999707
0.00984401,0.108593,0.0989905,0.994245,0.997078,0.999804
0.00984206,0.108583,0.0989852,0.994048,0.996985,0.99975
0.00983799,0.108594,0.099,0.993637,0.997086,0.9999
0.00983605,0.108603,0.0990138,0.993441,0.997178,1.00004
0.00984256,0.108613,0.0990222,0.994098,0.997269,1.00012
0.0098385,0.108618,0.0990127,0.993689,0.997311,1.00003
0.00983973,0.108614,0.0990137,0.993812,0.997276,1.00004
0.00983884,0.108628,0.0990105,0.993723,0.997406,1.00001
0.00984006,0.108629,0.099041,0.993847,0.997409,1.00031
0.00984233,0.108651,0.0990431,0.994076,0.997615,1.00034
0.00984775,0.108649,0.0990567,0.994622,0.997599,1.00047
0.00984581,0.108639,0.0990545,0.994427,0.997507,1.00045
0.00984492,0.108639,0.0990723,0.994337,0.9975,1.00063
0.00984195,0.108624,0.0990628,0.994037,0.997369,1.00053
0.00984629,0.108621,0.0990502,0.994476,0.997335,1.00041
0.00984645,0.108622,0.0990595,0.994492,0.997348,1.0005
0.0098487,0.108616,0.0990688,0.994719,0.997294,1.0006
0.00984886,0.108609,0.0990708,0.994734,0.997231,1.00062
0.00985213,0.108603,0.0990739,0.995066,0.997177,1.00065
0.00984813,0.108589,0.0990769,0.994661,0.997047,1.00068
0.00984621,0.108586,0.0990644,0.994467,0.997013,1.00055
0.00984326,0.108583,0.0990384,0.994169,0.996988,1.00029
0.00984757,0.108574,0.0990332,0.994604,0.996907,1.00024
0.00984565,0.108588,0.0990331,0.994411,0.997034,1.00023
0.00984892,0.108595,0.099029,0.994741,0.997095,1.00019
0.00985011,0.108593,0.0990496,0.994861,0.99708,1.0004
0.0098451,0.108575,0.0990516,0.994355,0.996913,1.00042
0.00984526,0.108571,0.0990516,0.994371,0.99688,1.00042
0.00984645,0.108579,0.0990453,0.994491,0.99695,1.00036
0.00984455,0.108577,0.0990422,0.994299,0.996935,1.00033
0.00984471,0.108607,0.0990617,0.994316,0.997213,1.00052
0.00984281,0.108608,0.0990596,0.994124,0.997216,1.0005
0.00984605,0.108594,0.0990698,0.994451,0.997088,1.0006
0.00984314,0.10861,0.099085,0.994157,0.997233,1.00076
0.00984125,0.108603,0.0990819,0.993966,0.997171,1.00073
0.00983937,0.108599,0.0990828,0.993776,0.997137,1.00074
0.00983442,0.108604,0.0990858,0.993277,0.997178,1.00077
0.0098397,0.108613,0.0990837,0.993809,0.997266,1.00075
0.00983884,0.108598,0.0990785,0.993723,0.99713,1.00069
0.009839,0.10859,0.0990662,0.993739,0.997049,1.00057
0.00983917,0.10859,0.099058,0.993756,0.997053,1.00049
0.00984136,0.108584,0.0990742,0.993978,0.997001,1.00065
0.00983543,0.108581,0.0990721,0.993379,0.996968,1.00063
0.0098356,0.108583,0.0990659,0.993396,0.99699,1.00057
0.00983779,0.108598,0.0990638,0.993617,0.997124,1.00054
0.00983796,0.108607,0.0990607,0.993634,0.997212,1.00051
0.0098361,0.1086,0.0990465,0.993446,0.997141,1.00037
0.00983929,0.1086,0.0990323,0.993769,0.997145,1.00023
0.00984047,0.108595,0.0990252,0.993887,0.997102,1.00015
0.00984163,0.108604,0.0990333,0.994005,0.99718,1.00024
0.00983676,0.108607,0.0990282,0.993513,0.997211,1.00018
0.00984095,0.108598,0.0990433,0.993936,0.997123,1.00034
0.00984111,0.108593,0.0990472,0.993952,0.99708,1.00038
0.00984227,0.108608,0.0990502,0.994069,0.997222,1.00041
0.00984343,0.108611,0.0990632,0.994187,0.997244,1.00054
0.00984158,0.108615,0.0990671,0.994,0.997285,1.00058
0.00984675,0.108623,0.0990661,0.994522,0.997352,1.00057
